Unnamed: 0,Units Sold_x,Sales Revenue (USD)_x,Discount Percentage,Marketing Spend (USD)_x,Holiday Effect,Year,Month,Day,Store Location_Afghanistan,Store Location_Albania,Store Location_Algeria,Store Location_American Samoa,Store Location_Andorra,Store Location_Angola,Store Location_Anguilla,Store Location_Antarctica (the territory South of 60 deg S),Store Location_Antigua and Barbuda,Store Location_Argentina,Store Location_Armenia,Store Location_Aruba,Store Location_Australia,Store Location_Austria,Store Location_Azerbaijan,Store Location_Bahamas,Store Location_Bahrain,Store Location_Bangladesh,Store Location_Barbados,Store Location_Belarus,Store Location_Belgium,Store Location_Belize,Store Location_Benin,Store Location_Bermuda,Store Location_Bhutan,Store Location_Bolivia,Store Location_Bosnia and Herzegovina,Store Location_Botswana,Store Location_Bouvet Island (Bouvetoya),Store Location_Brazil,Store Location_British Indian Ocean Territory (Chagos Archipelago),Store Location_British Virgin Islands,Store Location_Brunei Darussalam,Store Location_Bulgaria,Store Location_Burkina Faso,Store Location_Burundi,Store Location_Cambodia,Store Location_Cameroon,Store Location_Canada,Store Location_Cape Verde,Store Location_Cayman Islands,Store Location_Central African Republic,Store Location_Chad,Store Location_Chile,Store Location_China,Store Location_Christmas Island,Store Location_Cocos (Keeling) Islands,Store Location_Colombia,Store Location_Comoros,Store Location_Congo,Store Location_Cook Islands,Store Location_Costa Rica,Store Location_Cote d'Ivoire,Store Location_Croatia,Store Location_Cuba,Store Location_Cyprus,Store Location_Czech Republic,Store Location_Denmark,Store Location_Djibouti,Store Location_Dominica,Store Location_Dominican Republic,Store Location_Ecuador,Store Location_Egypt,Store Location_El Salvador,Store Location_Equatorial Guinea,Store Location_Eritrea,Store Location_Estonia,Store Location_Ethiopia,Store Location_Falkland Islands (Malvinas),Store Location_Faroe Islands,Store Location_Fiji,Store Location_Finland,Store Location_France,Store Location_French Guiana,Store Location_French Polynesia,Store Location_French Southern Territories,Store Location_Gabon,Store Location_Gambia,Store Location_Georgia,Store Location_Germany,Store Location_Ghana,Store Location_Gibraltar,Store Location_Greece,Store Location_Greenland,Store Location_Grenada,Store Location_Guadeloupe,Store Location_Guam,Store Location_Guatemala,Store Location_Guernsey,Store Location_Guinea,Store Location_Guinea-Bissau,Store Location_Guyana,Store Location_Haiti,Store Location_Heard Island and McDonald Islands,Store Location_Holy See (Vatican City State),Store Location_Honduras,Store Location_Hong Kong,Store Location_Hungary,Store Location_Iceland,Store Location_India,Store Location_Indonesia,Store Location_Iran,Store Location_Iraq,Store Location_Ireland,Store Location_Isle of Man,Store Location_Israel,Store Location_Italy,Store Location_Jamaica,Store Location_Japan,Store Location_Jersey,Store Location_Jordan,Store Location_Kazakhstan,Store Location_Kenya,Store Location_Kiribati,Store Location_Korea,Store Location_Kuwait,Store Location_Kyrgyz Republic,Store Location_Lao People's Democratic Republic,Store Location_Latvia,Store Location_Lebanon,Store Location_Lesotho,Store Location_Liberia,Store Location_Libyan Arab Jamahiriya,Store Location_Liechtenstein,Store Location_Lithuania,Store Location_Luxembourg,Store Location_Macao,Store Location_Madagascar,Store Location_Malawi,Store Location_Malaysia,Store Location_Maldives,Store Location_Mali,Store Location_Malta,Store Location_Marshall Islands,Store Location_Martinique,Store Location_Mauritania,Store Location_Mauritius,Store Location_Mayotte,Store Location_Mexico,Store Location_Micronesia,Store Location_Moldova,Store Location_Monaco,Store Location_Mongolia,Store Location_Montenegro,Store Location_Montserrat,Store Location_Morocco,Store Location_Mozambique,Store Location_Myanmar,Store Location_Namibia,Store Location_Nauru,Store Location_Nepal,Store Location_Netherlands,Store Location_Netherlands Antilles,Store Location_New Caledonia,Store Location_New Zealand,Store Location_Nicaragua,Store Location_Niger,Store Location_Nigeria,Store Location_Niue,Store Location_Norfolk Island,Store Location_North Macedonia,Store Location_Northern Mariana Islands,Store Location_Norway,Store Location_Oman,Store Location_Pakistan,Store Location_Palau,Store Location_Palestinian Territory,Store Location_Panama,Store Location_Papua New Guinea,Store Location_Paraguay,Store Location_Peru,Store Location_Philippines,Store Location_Pitcairn Islands,Store Location_Poland,Store Location_Portugal,Store Location_Puerto Rico,Store Location_Qatar,Store Location_Reunion,Store Location_Romania,Store Location_Russian Federation,Store Location_Rwanda,Store Location_Saint Barthelemy,Store Location_Saint Helena,Store Location_Saint Kitts and Nevis,Store Location_Saint Lucia,Store Location_Saint Martin,Store Location_Saint Pierre and Miquelon,Store Location_Saint Vincent and the Grenadines,Store Location_Samoa,Store Location_San Marino,Store Location_Sao Tome and Principe,Store Location_Saudi Arabia,Store Location_Senegal,Store Location_Serbia,Store Location_Seychelles,Store Location_Sierra Leone,Store Location_Singapore,Store Location_Slovakia (Slovak Republic),Store Location_Slovenia,Store Location_Solomon Islands,Store Location_Somalia,Store Location_South Africa,Store Location_South Georgia and the South Sandwich Islands,Store Location_Spain,Store Location_Sri Lanka,Store Location_Sudan,Store Location_Suriname,Store Location_Svalbard & Jan Mayen Islands,Store Location_Swaziland,Store Location_Sweden,Store Location_Switzerland,Store Location_Syrian Arab Republic,Store Location_Taiwan,Store Location_Tajikistan,Store Location_Tanzania,Store Location_Thailand,Store Location_Timor-Leste,Store Location_Togo,Store Location_Tokelau,Store Location_Tonga,Store Location_Trinidad and Tobago,Store Location_Tunisia,Store Location_Turkey,Store Location_Turkmenistan,Store Location_Turks and Caicos Islands,Store Location_Tuvalu,Store Location_Uganda,Store Location_Ukraine,Store Location_United Arab Emirates,Store Location_United Kingdom,Store Location_United States Minor Outlying Islands,Store Location_United States Virgin Islands,Store Location_United States of America,Store Location_Uruguay,Store Location_Uzbekistan,Store Location_Vanuatu,Store Location_Venezuela,Store Location_Vietnam,Store Location_Wallis and Futuna,Store Location_Western Sahara,Store Location_Yemen,Store Location_Zambia,Store Location_Zimbabwe,Day of the Week_Friday,Day of the Week_Monday,Day of the Week_Saturday,Day of the Week_Sunday,Day of the Week_Thursday,Day of the Week_Tuesday,Day of the Week_Wednesday,Season_Fall,Season_Spring,Season_Summer,Season_Winter,Clothing Subcategory_Kids,Clothing Subcategory_Men's,Clothing Subcategory_Women's
Spearsland,10,1644.6,0,0,0,2022,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Spearsland,7,3633.63,0,0,0,2023,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Spearsland,5,4051.55,0,0,0,2022,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Spearsland,4,1193.28,0,0,0,2023,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Spearsland,4,2323.59,5,83,0,2022,6,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Spearsland,2,1038.18,0,151,0,2023,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Spearsland,10,5190.9,0,0,0,2023,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Spearsland,12,9723.72,0,0,0,2022,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Spearsland,4,2749.56,0,102,0,2022,10,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Spearsland,4,2445.88,0,153,0,2022,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
